Kim Beazley,Representative,,Brand,430,Western Australia,Australian Labor Party,"","",0,14/12/1948,M,Life Gold Pass Holder,Kim_Beazley,PE4
Kim Carr,Senator,Current,,0,Victoria,Australian Labor Party,"Deputy Chair of Select Committee on Electric Vehicles|Shadow Minister for Innovation, Industry, Science and Research","Shadow Cabinet Ministers ($51,775.00)",258875,2/7/1955,M,,Kim_Carr,AW5
Kimberley Kitching,Senator,Current,,0,Victoria,Australian Labor Party,"","",207100,16/2/1970,F,,Kimberley_Kitching,247512
Kirsten Livermore,Representative,,Capricornia,91049,Queensland,Australian Labor Party,"","",0,10/11/1969,F,Severance and Post Retirement Traveller,Kirsten_Livermore,83A
Kristina Keneally,Senator,Current,,0,New South Wales,Australian Labor Party,"","",207100,19/12/1968,F,,Kristina_Keneally,LNW
Larissa Waters,Senator,,,0,Queensland,Australian Greens,"Co-Deputy Leader of the Australian Greens","",0,8/2/1977,F,,Larissa_Waters,192970
Laura Smyth,Representative,,La Trobe,588,Victoria,Australian Labor Party,"","",0,12/11/1976,F,Severance and Post Retirement Traveller,Laura_Smyth,172770
Laurie Brereton,Representative,,Kingsford Smith,62,New South Wales,Australian Labor Party,"","",0,29/5/1946,M,Life Gold Pass Holder,Laurie_Brereton,5T4
Laurie Ferguson,Representative,,Werriwa,159,New South Wales,Australian Labor Party,"","",0,7/7/1952,M,Life Gold Pass Holder,Laurie_Ferguson,8T4
Lee Rhiannon,Senator,,,0,New South Wales,Australian Greens,"","",0,30/5/1951,F,,Lee_Rhiannon,CPR
Leo McLeay,Representative,,Watson,33,New South Wales,Australian Labor Party,"","",0,4/10/1945,M,Life Gold Pass Holder,Leo_McLeay,4I4
Leslie Johnson,Representative,,Hughes,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Les_Johnson,
Lin Thorp,Senator,,,0,Tasmania,Australian Labor Party,"","",0,4/11/1953,F,Severance and Post Retirement Traveller,Lin_Thorp,183342
Linda Burney,Representative,Current,Barton,40,New South Wales,Australian Labor Party,"Shadow Minister for Families and Social Services|Shadow Minister for Preventing Family Violence","Shadow Cabinet Ministers ($51,775.00)",258875,25/4/1957,F,,Linda_Burney,8GH
Linda Kirk,Senator,,,0,South Australia,Australian Labor Party,"","",0,24/5/1967,F,Severance Traveller,Linda_Kirk,00AOO
Linda Reynolds,Senator,Current,,0,Western Australia,Liberal Party of Australia,"Assistant Minister for Home Affairs","Parliamentary Secretaries ($51,775.00)",258875,16/5/1965,F,,Linda_Reynolds,250216
Lindsay Tanner,Representative,,Melbourne,53,Victoria,Australian Labor Party,"Minister for Finance and Deregulation","",0,24/4/1956,M,Life Gold Pass Holder,Lindsay_Tanner,YU5
Lionel Bowen,Representative,,Kingsford Smith,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Lionel_Bowen,
Lisa Chesters,Representative,Current,Bendigo,5496,Victoria,Australian Labor Party,"Shadow Assistant Minister for Rural and Regional Australia|Shadow Assistant Minister for Workplace Relations","",207100,11/2/1980,F,,Lisa_Chesters,249710
Lisa Singh,Senator,Current,,0,Tasmania,Australian Labor Party,"Deputy Chair of Parliamentary Joint Committee on Law Enforcement|Deputy Chair of Select Committee into the obesity epidemic in Australia","Deputy Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($11,390.00)",218490,20/2/1972,F,,Lisa_Singh,M0R
Llew O'Brien,Representative,Current,Wide Bay,14227,Queensland,The Nationals,"","",207100,26/6/1972,M,,Llew_O'Brien,265991
Louise Markus,Representative,,Macquarie,4374,New South Wales,Liberal Party of Australia,"","",0,6/9/1958,F,Post Retirement Traveller,Louise_Markus,E07
Louise Pratt,Senator,Current,,0,Western Australia,Australian Labor Party,"Chair of Legal and Constitutional Affairs References Committee|Deputy Chair of Legal and Constitutional Affairs Legislation Committee|Shadow Assistant Minister for Universities","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,18/4/1972,F,Severance and Post Retirement Traveller,Louise_Pratt,I0T
Lucy Gichuhi,Senator,Current,,0,South Australia,Liberal Party of Australia,"Chair of Community Affairs Legislation Committee|Deputy Chair of Community Affairs References Committee","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,23/9/1962,F,,Lucy_Gichuhi,270552
Lucy Wicks,Representative,Current,Robertson,980,New South Wales,Liberal Party of Australia,"Chair of Standing Committee on Petitions","Chair of a House of Representatives General Purpose Standing Committee ($22,781.00)",229881,1/1/1973,F,,Lucy_Wicks_(Australian_politician),241590
Luke Gosling,Representative,Current,Solomon,191,Northern Territory,Australian Labor Party,"Deputy Chair of Standing Committee on Industry, Innovation, Science and Resources","Deputy Chair of a House of Representatives General Purpose Standing Committee ($11,390.00)",218490,17/9/1971,M,,Luke_Gosling,245392
Luke Hartsuyker,Representative,Current,Cowper,7296,New South Wales,The Nationals,"","",207100,28/4/1959,M,,Luke_Hartsuyker,00AMM
Luke Howarth,Representative,Current,Petrie,152,Queensland,Liberal Party of Australia,"Chair of Standing Committee on Communications and the Arts","Chair of a House of Representatives General Purpose Standing Committee ($22,781.00)",229881,6/6/1972,M,,Luke_Howarth,247742
Luke Simpkins,Representative,,Cowan,0,Western Australia,Liberal Party of Australia,"","",0,,,Post Retirement Traveller,Luke_Simpkins,
Lyn Allison,Senator,,,0,Victoria,Australian Democrats,"","",0,21/10/1946,F,Severance and Post-Retirement Traveller,Lyn_Allison,1M6
Madeleine King,Representative,Current,Brand,377,Western Australia,Australian Labor Party,"Deputy Chair of Publications Committee|Shadow Minister for Consumer Affairs|Shadow Minister Assisting for Small Business|Shadow Minister Assisting for Resources","Other Shadow Ministers ($41,420.00)",248520,31/3/1973,F,,Madeleine_King,102376
Mal Brough,Representative,,Longman,0,Queensland,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Mal_Brough,
Mal Washer,Representative,,Moore,133,Western Australia,Liberal Party of Australia,"","",0,12/8/1945,M,Severance and Post Retirement Traveller,Mal_Washer,84F
Malarndirri McCarthy,Senator,Current,,0,Northern Territory,Australian Labor Party,"Chair of Select Committee on Stillbirth Research and Education","Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($22,781.00)",229881,19/4/1970,F,,Malarndirri_McCarthy,122087
Malcolm Fraser,Representative,,Wannon,0,Victoria,Liberal Party of Australia,"","",0,,,Former Prime Minister,Malcolm_Fraser,
Malcolm Roberts,Senator,,,0,Queensland,Pauline Hanson's One Nation,"","",0,3/5/1955,M,,Malcolm_Roberts,266524
Malcolm Turnbull,Representative,,Wentworth,38,New South Wales,Liberal Party of Australia,"","",0,24/10/1954,M,,Malcolm_Turnbull,885
Manfred Cross,Representative,,Brisbane,0,Queensland,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Manfred_Cross,
Margaret Guilfoyle,Senator,,,0,Victoria,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Margaret_Guilfoyle,
Margaret Healy,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Margaret May,Representative,,McPherson,357,Queensland,Liberal Party of Australia,"","",0,30/6/1950,F,Severance and Post-Retirement Traveller,Margaret_May,83B
Margaret Reid,Senator,,,0,Australian Capital Territory,Liberal Party of Australia,"","",0,28/5/1935,F,Life Gold Pass Holder,Margaret_Reid_(politician),VI4
Margaret Reynolds,Senator,,,0,Queensland,Australian Labor Party,"","",0,19/7/1941,F,Life Gold Pass Holder,Margaret_Reynolds,XI4
Maria Vamvakinou,Representative,Current,Calwell,265,Victoria,Australian Labor Party,"Deputy Chair of Joint Standing Committee on Migration","Deputy Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($11,390.00)",218490,4/1/1959,F,,Maria_Vamvakinou,00AMT
Marian Harradine,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Marise Payne,Senator,Current,,0,New South Wales,Liberal Party of Australia,"Minister for Foreign Affairs","Other Ministers in Cabinet ($150,148.00)",357248,29/7/1964,F,,Marise_Payne,M56
Mark Arbib,Senator,,,0,New South Wales,Australian Labor Party,"","",0,9/11/1971,M,Severance and Post-Retirement Traveller,Mark_Arbib,HES
Mark Bishop,Senator,,,0,Western Australia,Australian Labor Party,"","",0,29/6/1954,M,Severance and Post Retirement Traveller,Mark_Bishop,2L6
Mark Butler,Representative,Current,Port Adelaide,181,South Australia,Australian Labor Party,"Shadow Minister for Environment and Water|Shadow Minister for Citizenship and Multicultural Australia|Shadow Minister for the Arts|Manager of Opposition Business in the House of Representatives|<a href="http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22handbook%2Fallmps%2FDYW%22">Hon Tony Burke MP</a>|Shadow Minister for Climate Change and Energy","Manager of Opposition Business in the House of Representatives ($56,952.00)",264052,8/7/1970,M,,Mark_Butler,HWK
Mark Coulton,Representative,Current,Parkes,393413,New South Wales,The Nationals,"Assistant Minister for Trade, Tourism and Investment","Parliamentary Secretaries ($51,775.00)",258875,3/2/1958,M,,Mark_Coulton,HWN
Mark Dreyfus,Representative,Current,Isaacs,155,Victoria,Australian Labor Party,"Deputy Manager of Opposition Business|Shadow Attorney General|Shadow Minister for National Security|Deputy Manager of Opposition Business in the House of Representatives","Shadow Cabinet Ministers ($51,775.00)",258875,3/10/1956,M,,Mark_Dreyfus,HWG
Mark Furner,Senator,,,0,Queensland,Australian Labor Party,"","",0,11/4/1958,M,Severance and Post Retirement Traveller,Mark_Furner,I0P
Mark Vaile,Representative,,Lyne,9039,New South Wales,The Nationals,"","",0,18/4/1956,M,Life Gold Pass Holder,Mark_Vaile,SU5
Martha Morrison,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Martin Ferguson,Representative,,Batman,53,Victoria,Australian Labor Party,"","",0,12/12/1953,M,Life Gold Pass Holder,Martin_Ferguson,LS4
Mary Crean,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Mary Downer,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Mary Jo Fisher,Senator,,,0,South Australia,Liberal Party of Australia,"","",0,25/12/1962,F,Severance and Post-Retirement Traveller,Mary_Jo_Fisher,HBE
Mary Wilson,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Mathias Cormann,Senator,Current,,0,Western Australia,Liberal Party of Australia,"Leader of the Government in the Senate|Vice-President of the Executive Council|Minister for Finance and the Public Service","Leader of the Government in the Senate ($181,212.00)",388312,20/9/1970,M,,Mathias_Cormann,HDA
Matt Keogh,Representative,Current,Burt,172,Western Australia,Australian Labor Party,"","",207100,11/11/1981,M,,Matt_Keogh,249147
Matt Thistlethwaite,Representative,Current,Kingsford Smith,91,New South Wales,Australian Labor Party,"Deputy Chair of Standing Committee on Economics|Shadow Assistant Minister for Treasury|Shadow Assistant Minister for an Australian Head of State","Deputy Chair of a House of Representatives General Purpose Standing Committee ($11,390.00)",218490,6/9/1972,M,,Matt_Thistlethwaite,182468
Matt Williams,Representative,,Hindmarsh,78,South Australia,Liberal Party of Australia,"","",0,28/4/1973,M,Post Retirement Traveller,Matt_Williams_(Australian_politician),249758
Matthew Canavan,Senator,Current,,0,Queensland,The Nationals,"Minister for Resources and Northern Australia","Other Ministers in Cabinet ($150,148.00)",357248,17/12/1980,M,,Matthew_Canavan,245212
Maxine McKew,Representative,,Bennelong,58,New South Wales,Australian Labor Party,"Parliamentary Secretary for Infrastructure and Transport","",0,22/7/1953,F,Severance Traveller,Maxine_McKew,BP4
Maxwell Burr,Representative,,Lyons,0,Tasmania,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Max_Burr,
Mehmet Tillem,Senator,,,0,Victoria,Australian Labor Party,"","",0,10/9/1974,M,Severance and Post Retirement Traveller,Mehmet_Tillem,249499
Mehreen Faruqi,Senator,Current,,0,New South Wales,Australian Greens,"","",207100,8/7/1963,M,,Mehreen_Faruqi,250362
Melissa Parke,Representative,,Fremantle,199,Western Australia,Australian Labor Party,"","",0,11/8/1966,F,Post Retirement Traveller,Melissa_Parke,HWR
Melissa Price,Representative,Current,Durack,1629858,Western Australia,Liberal Party of Australia,"Minister for the Environment","Other Ministers in Cabinet ($150,148.00)",357248,12/12/1963,F,,Melissa_Price,249308
Meryl Swanson,Representative,Current,Paterson,1123,New South Wales,Australian Labor Party,"Deputy Chair of Standing Committee on Agriculture and Water Resources","Deputy Chair of a House of Representatives General Purpose Standing Committee ($11,390.00)",218490,3/9/1970,F,,Meryl_Swanson,264170
Michael Baume,Senator,,,0,New South Wales,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Michael_Baume,
Michael Danby,Representative,Current,Melbourne Ports,40,Victoria,Australian Labor Party,"Deputy Chair of Joint Standing Committee on Treaties","Deputy Chair of the Joint Standing Committee on Treaties ($16,568.00)",223668,16/2/1955,M,,Michael_Danby,WF6
Michael Duffy,Representative,,Holt,0,Victoria,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Michael_Duffy_(Australian_politician),
Michael Forshaw,Senator,,,0,New South Wales,Australian Labor Party,"","",0,11/1/1952,M,Severance and Post Retirement Traveller,Michael_Forshaw,656
Michael Hatton,Representative,,Blaxland,54,New South Wales,Australian Labor Party,"","",0,25/8/1951,M,Severance Traveller,Michael_Hatton,LN6
Michael Johnson,Representative,,Ryan,415,Queensland,Independent,"","",0,31/1/1970,M,Severance and Post-Retirement Traveller,Michael_Johnson_(Australian_politician),00AMX
Michael Keenan,Representative,Current,Stirling,74,Western Australia,Liberal Party of Australia,"Minister for Human Services and Digital Transformation","Ministers Not in Cabinet ($119,082.00)",326182,19/3/1972,M,,Michael_Keenan,E0J
Michael Lee,Representative,,Dobell,931,New South Wales,Australian Labor Party,"","",0,24/3/1957,M,Life Gold Pass Holder,Michael_Lee_(Australian_politician),MG4
Michael Mackellar,Representative,,Warringah,0,New South Wales,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Michael_MacKellar,
Michael McCormack,Representative,Current,Riverina,48988,New South Wales,The Nationals,"Leader of The Nationals|Deputy Prime Minister|Minister for Infrastructure,Transport and Regional Development","Deputy Prime Minister ($217,455.00)",424555,2/8/1964,M,,Michael_McCormack_(Australian_politician),219646
Michael Ronaldson,Representative,,,0,Victoria,Liberal Party of Australia,"","",0,13/2/1954,M,Life Gold Pass Holder,Michael_Ronaldson,xt4
Michael Sukkar,Representative,Current,Deakin,79,Victoria,Liberal Party of Australia,"Chair of Parliamentary Joint Committee on Corporations and Financial Services","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,11/9/1981,M,,Michael_Sukkar,242515
Michael Tate,Senator,,,0,Tasmania,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Michael_Tate,
Michael Townley,Senator,,,0,Tasmania,Independent,"","",0,,,Life Gold Pass Holder,Michael_Townley_(Australian_politician),
Michael Wooldridge,Representative,,Chisholm,411,Victoria,Liberal Party of Australia,"","",0,7/11/1956,M,Life Gold Pass Holder,Michael_Wooldridge,8.00E+04
Michaelia Cash,Senator,Current,,0,Western Australia,Liberal Party of Australia,"Minister for Small and Family Business, Skills and Vocational Education","Other Ministers in Cabinet ($150,148.00)",357248,19/7/1970,F,,Michaelia_Cash,I0M
Michelle Landry,Representative,Current,Capricornia,90903,Queensland,The Nationals,"Assistant Minister for Children and Families","Parliamentary Secretaries ($51,775.00)",258875,15/10/1962,F,,Michelle_Landry,249764
Michelle Rowland,Representative,Current,Greenway,81,New South Wales,Australian Labor Party,"Shadow Minister for Communications","Shadow Cabinet Ministers ($51,775.00)",258875,16/11/1971,F,,Michelle_Rowland,159771
Mike Freelander,Representative,Current,Macarthur,363,New South Wales,Australian Labor Party,"","",207100,23/4/1953,M,,Mike_Freelander,265979
Mike Kelly,Representative,Current,Eden-Monaro,41617,New South Wales,Australian Labor Party,"Shadow Assistant Minister for Defence Industry and Support","",207100,23/2/1960,M,Severance and Post Retirement Traveller,Mike_Kelly_(Australian_politician),HRI
Mike Symon,Representative,,Deakin,61,Victoria,Australian Labor Party,"","",0,21/2/1965,M,Severance and Post Retirement Traveller,Mike_Symon,HW8
Milton Dick,Representative,Current,Oxley,159,Queensland,Australian Labor Party,"Deputy Chair of Standing Committee on Procedure","Deputy Chair of the House of Representatives Standing Committee on Procedure ($11,390.00)",218490,21/7/1972,M,,Milton_Dick,53517
Miriam Hunt,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Mitch Fifield,Senator,Current,,0,Victoria,Liberal Party of Australia,"Manager of Government Business in the Senate|Minister for Communications and the Arts","Other Ministers in Cabinet ($150,148.00)",357248,16/1/1967,M,,Mitch_Fifield,D2I
Moses Cass,Representative,,Maribyrnong,0,Victoria,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Moss_Cass,
Murray Watt,Senator,Current,,0,Queensland,Australian Labor Party,"Chair of Select Committee on the Future of Work and Workers|Deputy Chair of Red Tape Committee","Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($22,781.00)",229881,20/1/1973,M,,Murray_Watt,245759
Nancy Gorton,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Former Prime Minister,John_Gorton,
Natasha Griggs,Representative,,Solomon,337,Northern Territory,Country Liberal Party,"","",0,24/1/1969,F,Post Retirement Traveller,Natasha_Griggs,220370
Natasha Stott Despoja,Senator,,,0,South Australia,Australian Democrats,"","",0,9/9/1969,F,Severance Traveller,Natasha_Stott_Despoja,3I6
Neal Blewett,Representative,,Bonython,0,South Australia,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Neal_Blewett,
Neil Andrew,Representative,,Wakefield,31841,South Australia,Liberal Party of Australia,"","",0,7/6/1944,M,Life Gold Pass Holder,Neil_Andrew,HE4
Neil Brown,Representative,,Menzies,0,Victoria,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Neil_Brown_(Australian_politician),
Nick Bolkus,Senator,,,0,South Australia,Australian Labor Party,"","",0,17/7/1950,M,Life Gold Pass Holder,Nick_Bolkus,XE4
Nick Champion,Representative,Current,Wakefield,6407,South Australia,Australian Labor Party,"Deputy Chair of Joint Standing Committee on Foreign Affairs, Defence and Trade|Shadow Assistant Minister for Manufacturing and Science","Deputy Chair of the Joint Standing Committee on Foreign Affairs, Defence and Trade ($16,568.00)",223668,27/2/1972,M,,Nick_Champion,HW9
Nick McKim,Senator,Current,,0,Tasmania,Australian Greens,"","",207100,11/6/1965,M,,Nick_McKim,JKM
Nick Minchin,Senator,,,0,South Australia,Liberal Party of Australia,"","",0,15/4/1953,M,Life Gold Pass Holder,Nick_Minchin,JX4
Nick Sherry,Senator,,,0,Tasmania,Australian Labor Party,"","",0,19/11/1955,M,Life Gold Pass Holder,Nick_Sherry,ZW4
Nick Xenophon,Senator,,,0,South Australia,Nick Xenophon Team,"","",0,29/1/1959,M,Post Retirement Traveller,Nick_Xenophon,8IV
Nickolas Varvaris,Representative,,Barton,44,New South Wales,Liberal Party of Australia,"","",0,25/5/1974,M,Post Retirement Traveller,Nickolas_Varvaris,250077
Nicola Roxon,Representative,,Gellibrand,91,Victoria,Australian Labor Party,"","",0,1/4/1967,F,Life Gold Pass Holder,Nicola_Roxon,83K
Nicolle Flint,Representative,Current,Boothby,115,South Australia,Liberal Party of Australia,"","",207100,15/7/1978,F,,Nicolle_Flint,245550
Nigel Scullion,Senator,Current,,0,Northern Territory,Country Liberal Party,"Minister for Indigenous Affairs|Leader of The Nationals in the Senate","Other Ministers in Cabinet ($150,148.00)",357248,4/5/1956,M,,Nigel_Scullion,00AOM
Noel Hicks,Representative,,Riverina,0,New South Wales,The Nationals,"","",0,,,Life Gold Pass Holder,Noel_Hicks,
Nola Marino,Representative,Current,Forrest,11072,Western Australia,Liberal Party of Australia,"Chief Government Whip","Chief Government Whip in the House of Representatives ($53,846.00)",260946,18/2/1954,F,,Nola_Marino,HWP
Nova Peris,Senator,,,0,Northern Territory,Australian Labor Party,"","",0,25/2/1971,F,Post Retirement Traveller,Nova_Peris,CDK
Pat Conroy,Representative,Current,Shortland,265,New South Wales,Australian Labor Party,"Deputy Chair of Committee of Privileges and Members' Interests|Deputy Chair of Standing Committee on the Environment and Energy|Shadow Assistant Minister for Climate Change|Shadow Assistant Minister for Infrastructure","Deputy Chair of a House of Representatives General Purpose Standing Committee ($11,390.00)",218490,10/5/1979,M,,Pat_Conroy,249127
Pat Farmer,Representative,,Macarthur,1300,New South Wales,Liberal Party of Australia,"","",0,14/3/1962,M,Severance and Post-Retirement Traveller,Pat_Farmer,00AMO
Patricia Falkinder,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Patricia Fitzgerald,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Patrick Dodson,Senator,Current,,0,Western Australia,Australian Labor Party,"Chair of Joint Select Committee on Constitutional Recognition relating to Aboriginal and Torres Strait Islander Peoples|Shadow Assistant Minister for Indigenous Affairs and Aboriginal and Torres Strait Islanders","Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($22,781.00)",229881,29/1/1948,M,,Patrick_Dodson,SR5
Patrick Gorman,Representative,Current,Perth,80,Western Australia,Australian Labor Party,"","",207100,12/12/1984,M,,https://en.wikipedia.org/wiki/Patrick_Gorman_(politician),74519
Patrick Secker,Representative,,Barker,64015,South Australia,Liberal Party of Australia,"Opposition Whip","",0,6/6/1956,M,Severance and Post Retirement Traveller,Patrick_Secker,848
Paul Calvert,Senator,,,0,Tasmania,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Paul_Calvert,
Paul Fletcher,Representative,Current,Bradfield,101,New South Wales,Liberal Party of Australia,"Minister for Families and Social Services","Other Ministers in Cabinet ($150,148.00)",357248,16/1/1965,M,,Paul_Fletcher_(politician),L6B
Paul Keating,Representative,,Blaxland,0,New South Wales,Australian Labor Party,"","",0,,,Former Prime Minister,Paul_Keating,
Paul Neville,Representative,,Hinkler,3504,Queensland,The Nationals,"The Nationals Deputy Whip","",0,28/3/1940,M,Life Gold Pass Holder,Paul_Neville_(politician),KV5
Pauline Hanson,Senator,Current,,0,Queensland,Pauline Hanson's One Nation,"","",207100,27/5/1954,F,,Pauline_Hanson,BK6
Penny Wong,Senator,Current,,0,South Australia,Australian Labor Party,"Leader of the Opposition in the Senate|Shadow Minister for Foreign Affairs","Leader of the Opposition in the Senate ($119,082.00)",326182,5/11/1968,F,,Penny_Wong,00AOU
Penny Wright,Senator,,,0,South Australia,Australian Greens,"","",0,19/1/1961,F,Severance and Post Retirement Traveller,Penny_Wright,200287
Percival Millar,Representative,,Wide Bay,0,Queensland,The Nationals,"","",0,,,Life Gold Pass Holder,Clarrie_Millar,
Peter Baldwin,Representative,,Sydney,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Peter_Baldwin_(politician),
Peter Baume,Senator,,,0,New South Wales,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Peter_Baume,
Peter Costello,Representative,,Higgins,39,Victoria,Liberal Party of Australia,"","",0,14/8/1957,M,Life Gold Pass Holder,Peter_Costello,CT4
Peter Drummond,Representative,,Forrest,0,Western Australia,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Peter_Drummond_(politician),
Peter Dutton,Representative,Current,Dickson,724,Queensland,Liberal Party of Australia,"Minister for Home Affairs","Other Ministers in Cabinet ($150,148.00)",357248,18/11/1970,M,,Peter_Dutton,00AKI
Peter Fisher,Representative,,Mallee,0,Victoria,The Nationals,"","",0,,,Life Gold Pass Holder,Peter_Fisher_(politician),
Peter Garrett,Representative,,Kingsford Smith,127,New South Wales,Australian Labor Party,"","",0,16/4/1953,M,Severance and Post Retirement Traveller,Peter_Garrett,HV4
Peter Georgiou,Senator,Current,,0,Western Australia,Pauline Hanson's One Nation,"","",207100,13/1/1974,M,,Peter_Georgiou,269583
Peter Hendy,Representative,,Eden-Monaro,29499,New South Wales,Liberal Party of Australia,"","",0,10/1/1962,M,Post Retirement Traveller,Peter_Hendy,00BCM
Peter Khalil,Representative,Current,Wills,46,Victoria,Australian Labor Party,"","",207100,23/3/1973,M,,Peter_Khalil,101351
Peter Lindsay,Representative,,Herbert,1997,Queensland,Liberal Party of Australia,"","",0,4/5/1944,M,Severance and Post Retirement Traveller,Peter_Lindsay,HK6
Peter McGauran,Representative,,Gippsland,33264,Victoria,The Nationals,"","",0,16/11/1955,M,Life Gold Pass Holder,Peter_McGauran,XH4
Peter Morris,Representative,,Shortland,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Peter_Morris_(politician),
Peter Nixon,Representative,,Gippsland,0,Victoria,The Nationals,"","",0,,,Life Gold Pass Holder,Peter_Nixon,
Peter Rae,Senator,,,0,Tasmania,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Peter_Rae,
Peter Reith,Representative,,Flinders,2089,Victoria,Liberal Party of Australia,"","",0,15/7/1950,M,Life Gold Pass Holder,Peter_Reith,WI4
Peter Slipper,Representative,,Fisher,1170,Queensland,Independent,"","",0,,M,Life Gold Pass Holder,Peter_Slipper,0V5
Peter Staples,Representative,,Jagajaga,0,Victoria,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Peter_Staples,
Peter Walsh,Senator,,,0,Western Australia,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Peter_Walsh_(Australian_politician),
Peter Whish-Wilson,Senator,Current,,0,Tasmania,Australian Greens,"","",207100,24/2/1968,M,,Peter_Whish-Wilson,195565
Petro Georgiou,Representative,,Kooyong,49,Victoria,Liberal Party of Australia,"","",0,30/11/1947,M,Severance and Post Retirement Traveller,Petro_Georgiou,HM5
Phil Barresi,Representative,,Deakin,61,Victoria,Liberal Party of Australia,"","",0,8/8/1955,M,Severance Traveller,Phil_Barresi,ZJ6
Philip Ruddock,Representative,,Berowra,782,New South Wales,Liberal Party of Australia,"","",0,12/3/1943,M,Life Gold Pass Holder,Philip_Ruddock,0J4
Rachel Siewert,Senator,Current,,0,Western Australia,Australian Greens,"Australian Greens Whip|Chair of Community Affairs References Committee|Deputy Chair of Community Affairs Legislation Committee|Deputy Chair of Select Committee on Charity Fundraising in the 21st Century","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,4/11/1961,F,,Rachel_Siewert,e5z
Ralph Hunt,Representative,,Gwyder,0,New South Wales,The Nationals,"","",0,,,Life Gold Pass Holder,Ralph_Hunt_(Australian_politician),
Ralph Willis,Representative,,Gellibrand,0,Victoria,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Ralph_Willis,
Ray Braithwaite,Representative,,Dawson,0,Queensland,The Nationals,"","",0,,,Life Gold Pass Holder,Ray_Braithwaite,
Rebekha Sharkie,Representative,Current,Mayo,9135,South Australia,Centre Alliance,"","",207100,24/8/1972,F,,Rebekha_Sharkie,265980
Reginald Withers,Senator,,,0,Western Australia,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Reg_Withers,
Rex Patrick,Senator,Current,,0,South Australia,Centre Alliance,"Deputy Chair of Select Committee on the Future of Work and Workers","Deputy Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($11,390.00)",218490,8/5/1967,M,,Rex_Patrick,144292
Rex Patterson,Representative,,Dawson,0,Queensland,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Rex_Patterson,
Richard Alston,Senator,,,0,Victoria,Liberal Party of Australia,"","",0,19/12/1941,M,Life Gold Pass Holder,Richard_Alston_(politician),LD4
